ID,생활건강-연령대,생활건강-성별,생활건강-일일 평균 걸음수(걸음),생활건강-일일 평균 수면량(시간),생활건강-걸음수 측정 기간,생활건강-수면량 측정 기간,
3723,70대,남성,9905,7.8,12개월,6개월,
3723,70대,남성,7947,8.4,5개월,5개월,
3724,60대,여성,9420,8.0,10개월,8개월,
3724,60대,여성,6933,6.9,23개월,15개월,
3726,50대,남성,9203,7.0,10개월,5개월,
3727,70대,남성,8639,5.7,8개월,4개월,
3729,10대,남성,8191,6.2,10개월,1개월,
3729,10대,남성,7201,8.2,5개월,19개월,
3730,30대,남성,7193,8.8,2개월,5개월,
3731,10대,여성,6348,6.9,15개월,26개월,
3731,10대,여성,6351,7.6,3개월,3개월,
3732,50대,여성,7178,7.9,12개월,22개월,
3733,80대 이상,남성,8905,8.2,8개월,1개월,
3733,80대 이상,남성,8644,7.4,1개월,15개월,
3734,20대,남성,6754,6.3,10개월,5개월,
3735,10대,여성,4600,7.2,14개월,9개월,
3736,50대,여성,6311,7.8,2개월,4개월,
3739,10대,남성,6448,5.4,8개월,4개월,
3740,30대,여성,6026,7.3,1개월,1개월,
3741,30대,여성,6029,7.3,3개월,16개월,
3741,30대,여성,6024,7.0,3개월,5개월,
3741,30대,여성,4563,9.3,2개월,14개월,
3742,50대,남성,7330,5.9,21개월,25개월,
3743,30대,남성,7064,6.2,7개월,3개월,
3743,30대,남성,6632,9.3,6개월,12개월,
3743,30대,남성,6013,7.2,11개월,1개월,
3743,30대,남성,7262,8.2,18개월,2개월,
3745,50대,여성,6525,8.3,9개월,5개월,
3746,20대,남성,8011,8.3,19개월,14개월,
3748,20대,남성,7363,7.5,3개월,13개월,
3748,20대,남성,6896,7.8,3개월,6개월,
3749,70대,여성,7050,6.8,2개월,11개월,
3751,70대,여성,8170,5.8,2개월,2개월,
3751,70대,여성,7934,5.9,9개월,18개월,
3756,50대,여성,7358,6.5,8개월,5개월,
3757,60대,여성,9152,7.6,7개월,8개월,
3757,60대,여성,8722,6.0,15개월,16개월,
3758,60대,남성,9807,7.0,2개월,10개월,
3759,60대,남성,9828,8.8,15개월,14개월,
3760,70대,남성,8615,8.1,6개월,1개월,
3760,70대,남성,9950,6.2,27개월,3개월,
3760,70대,남성,8588,6.3,15개월,1개월,
3761,60대,여성,6187,8.5,6개월,1개월,
3762,70대,여성,7622,7.6,13개월,5개월,
3763,80대 이상,남성,8472,7.5,3개월,12개월,
3765,60대,여성,7123,7.0,7개월,9개월,
3765,60대,여성,7278,7.7,10개월,23개월,
3766,70대,남성,8871,7.6,21개월,1개월,
3766,70대,남성,8447,5.8,7개월,10개월,
3767,50대,남성,8740,7.8,15개월,20개월,
3767,50대,남성,9263,8.2,7개월,10개월,
3767,50대,남성,8144,8.6,4개월,16개월,
3767,50대,남성,6304,6.9,2개월,10개월,
3768,60대,여성,7863,7.0,7개월,10개월,
3771,60대,여성,7448,7.4,4개월,1개월,
3774,70대,남성,8750,8.3,8개월,12개월,
3774,70대,남성,9264,7.4,14개월,2개월,
3774,70대,남성,9128,7.0,9개월,7개월,
3775,20대,남성,7914,7.4,5개월,12개월,
3776,60대,남성,8978,8.3,6개월,13개월,
3779,60대,여성,7684,7.9,7개월,18개월,
3779,60대,여성,8411,8.5,16개월,2개월,
3782,50대,남성,7798,6.0,4개월,2개월,
3782,50대,남성,7693,8.3,2개월,6개월,
3783,50대,여성,7314,7.3,2개월,1개월,
3784,30대,남성,6988,7.4,2개월,9개월,
3785,50대,여성,5592,8.0,2개월,16개월,
3786,30대,여성,5160,6.4,4개월,5개월,
3787,40대,여성,7674,7.5,4개월,11개월,
3787,40대,여성,4921,7.0,2개월,1개월,
3787,40대,여성,8177,5.4,4개월,4개월,
3791,50대,여성,6102,6.9,19개월,19개월,
3793,30대,여성,5658,7.0,11개월,3개월,
3794,40대,여성,6030,6.7,3개월,19개월,
3795,50대,남성,9588,7.6,16개월,3개월,
3795,50대,남성,7318,7.3,14개월,18개월,
3797,50대,남성,6786,9.1,2개월,2개월,
3798,70대,남성,8711,7.6,5개월,5개월,
3799,20대,여성,4738,8.4,13개월,4개월,
3801,70대,여성,7808,6.8,6개월,6개월,
3801,70대,여성,6085,7.9,2개월,3개월,
3803,40대,남성,7095,6.0,10개월,1개월,
3806,60대,남성,9726,7.2,11개월,2개월,
3806,60대,남성,9387,8.1,22개월,8개월,
3806,60대,남성,8733,8.3,9개월,4개월,
3807,20대,남성,6802,7.5,11개월,12개월,
3808,60대,남성,7946,8.1,8개월,7개월,
3808,60대,남성,8574,7.2,12개월,7개월,
3808,60대,남성,7434,7.7,12개월,1개월,
3808,60대,남성,7013,7.6,1개월,8개월,
3809,60대,남성,8416,7.7,4개월,6개월,
3811,40대,여성,6220,6.8,10개월,1개월,
3811,40대,여성,5339,6.4,7개월,6개월,
3812,50대,여성,8033,6.9,7개월,8개월,
3813,10대,여성,6224,7.7,5개월,6개월,
3814,30대,남성,6909,7.5,19개월,10개월,
3814,30대,남성,6401,7.8,9개월,4개월,
3816,70대,남성,7837,7.3,8개월,11개월,
3816,70대,남성,7086,7.6,15개월,1개월,
3817,40대,여성,5269,6.2,8개월,21개월,
3817,40대,여성,7781,8.0,2개월,13개월,
3820,10대,여성,2301,6.9,2개월,2개월,
3823,50대,여성,6763,8.6,16개월,14개월,
3825,70대,남성,7907,7.3,5개월,1개월,
3827,60대,여성,8167,6.9,22개월,1개월,
3828,50대,여성,6564,7.5,8개월,5개월,
3828,50대,여성,6758,6.8,9개월,24개월,
3830,70대,남성,9688,8.3,5개월,5개월,
3831,40대,여성,6776,7.1,6개월,24개월,
3832,30대,여성,7341,7.3,1개월,14개월,
3832,30대,여성,7220,7.7,2개월,4개월,
3833,70대,여성,7128,8.1,6개월,4개월,
3835,60대,여성,6009,7.1,10개월,14개월,
3835,60대,여성,7095,7.8,6개월,5개월,
3835,60대,여성,7122,5.8,1개월,7개월,
3836,60대,남성,8508,8.3,10개월,11개월,
3837,10대,여성,5899,6.9,21개월,4개월,
3838,50대,여성,7679,7.5,8개월,12개월,
3838,50대,여성,7757,7.5,14개월,12개월,
3838,50대,여성,7096,8.9,3개월,1개월,
3841,10대,남성,6913,7.9,3개월,19개월,
3842,30대,여성,6336,8.4,12개월,14개월,
3843,50대,여성,6405,6.7,9개월,7개월,
3844,40대,여성,4707,8.1,6개월,22개월,
3845,60대,여성,7703,5.9,8개월,9개월,
3845,60대,여성,5659,9.2,10개월,5개월,
3845,60대,여성,6995,8.1,10개월,5개월,
3846,10대,남성,6490,6.5,10개월,6개월,
3847,60대,남성,9685,8.5,4개월,3개월,
3847,60대,남성,8626,7.1,7개월,8개월,
3849,60대,남성,5974,7.6,11개월,11개월,
3850,30대,남성,8488,6.4,9개월,10개월,
3851,60대,여성,6361,6.5,8개월,14개월,
3852,40대,여성,5529,7.7,9개월,8개월,
3853,10대,남성,6281,6.9,20개월,14개월,
3853,10대,남성,5564,6.8,13개월,10개월,
3854,30대,남성,5153,7.9,2개월,1개월,
3855,30대,여성,4798,8.1,8개월,12개월,
3861,80대 이상,남성,8798,6.7,15개월,16개월,
3861,80대 이상,남성,9996,6.7,9개월,10개월,
3863,20대,여성,5591,7.8,6개월,20개월,
3865,20대,여성,4758,6.7,5개월,11개월,
3865,20대,여성,5479,7.6,7개월,1개월,
3865,20대,여성,6109,6.0,11개월,4개월,
3865,20대,여성,7090,7.7,9개월,9개월,
3866,30대,남성,7267,7.9,4개월,2개월,
3869,70대,남성,8735,6.1,2개월,21개월,
3871,70대,남성,6315,8.2,1개월,9개월,
3872,40대,여성,4841,7.8,18개월,1개월,
3874,60대,여성,7776,7.4,7개월,11개월,
3875,60대,남성,10300,8.0,27개월,3개월,
3875,60대,남성,8340,6.0,8개월,7개월,
3876,50대,남성,8577,7.8,3개월,1개월,
3876,50대,남성,7710,7.6,4개월,8개월,
3877,60대,여성,6706,6.8,9개월,23개월,
3877,60대,여성,8386,8.0,9개월,17개월,
3878,60대,여성,9053,6.9,8개월,7개월,
3879,30대,여성,6667,9.3,10개월,2개월,
3881,70대,남성,8512,5.9,18개월,1개월,
3881,70대,남성,8502,7.1,7개월,17개월,
3888,40대,여성,5695,7.3,11개월,7개월,
3889,70대,여성,8243,7.9,14개월,4개월,
3890,40대,남성,7036,7.8,4개월,7개월,
3892,10대,여성,4676,7.0,4개월,14개월,
3892,10대,여성,5801,7.0,7개월,2개월,
3892,10대,여성,5050,6.2,4개월,8개월,
3895,20대,여성,4493,5.6,12개월,14개월,
3895,20대,여성,5423,5.6,9개월,6개월,
3896,60대,남성,9324,8.2,3개월,1개월,
3898,20대,여성,6165,8.8,11개월,14개월,
3899,80대 이상,여성,8789,7.8,23개월,7개월,
3901,50대,여성,7366,7.8,6개월,6개월,
3901,50대,여성,8806,6.7,5개월,8개월,
3901,50대,여성,6133,7.5,13개월,2개월,
3902,70대,남성,10187,7.0,12개월,11개월,
3902,70대,남성,9380,6.0,3개월,16개월,
3902,70대,남성,6551,7.1,6개월,10개월,
3903,50대,남성,8148,7.2,9개월,3개월,
3903,50대,남성,7502,6.3,8개월,6개월,
3903,50대,남성,7548,7.5,15개월,7개월,
3906,10대,여성,3705,10.0,1개월,22개월,
3908,30대,여성,4294,7.7,11개월,5개월,
3910,30대,남성,7470,8.0,15개월,6개월,
3911,30대,남성,6423,6.6,7개월,10개월,
3911,30대,남성,7552,6.7,7개월,7개월,
3913,20대,남성,7095,7.1,14개월,1개월,
3915,40대,여성,6691,6.3,5개월,8개월,
3916,10대,남성,6115,8.7,13개월,19개월,
3916,10대,남성,8817,9.1,10개월,5개월,
3917,70대,여성,7350,7.6,6개월,3개월,
3920,60대,남성,8836,5.4,7개월,11개월,
3921,30대,남성,7501,6.6,9개월,18개월,
3922,30대,남성,8998,6.2,5개월,21개월,
3923,70대,여성,8411,7.1,11개월,11개월,
3925,60대,여성,7614,5.2,26개월,9개월,
3926,70대,여성,9109,6.4,15개월,3개월,
3927,60대,여성,6947,6.0,12개월,4개월,
3928,10대,남성,6339,6.2,7개월,8개월,
3928,10대,남성,5538,7.1,9개월,5개월,
3931,70대,남성,6924,7.8,4개월,7개월,
3931,70대,남성,8948,6.4,20개월,10개월,
3934,50대,남성,6820,7.2,3개월,4개월,
3934,50대,남성,7709,6.5,17개월,10개월,
3935,10대,여성,4851,7.5,12개월,7개월,
3936,50대,여성,6511,6.6,3개월,10개월,
3937,70대,여성,8724,6.8,10개월,8개월,
3938,70대,여성,8113,8.2,9개월,19개월,
3941,20대,여성,5463,7.0,7개월,4개월,
3943,50대,남성,7876,8.0,7개월,7개월,
3943,50대,남성,7176,7.3,6개월,9개월,
3944,50대,남성,8374,8.2,5개월,12개월,
3944,50대,남성,8297,7.4,16개월,6개월,
3945,70대,여성,8290,8.3,2개월,26개월,
3945,70대,여성,6007,6.3,14개월,16개월,
3946,50대,남성,8476,7.6,1개월,2개월,
3947,80대 이상,남성,7937,8.2,7개월,10개월,
3947,80대 이상,남성,7443,7.5,17개월,4개월,
3949,20대,남성,6709,7.6,5개월,3개월,
3950,60대,남성,10057,7.1,15개월,5개월,
3951,50대,남성,7280,6.5,17개월,15개월,
3951,50대,남성,9362,5.7,8개월,2개월,
3954,30대,여성,5320,7.1,1개월,3개월,
3954,30대,여성,5955,6.4,19개월,10개월,
3958,20대,여성,5558,6.1,14개월,14개월,
3958,20대,여성,4885,8.2,6개월,7개월,
3960,60대,남성,9355,6.7,4개월,1개월,
3960,60대,남성,6528,7.2,4개월,4개월,
3960,60대,남성,7674,7.7,18개월,4개월,
3961,60대,남성,7946,9.0,4개월,11개월,
3961,60대,남성,8290,6.7,9개월,23개월,
3963,40대,여성,5487,8.1,17개월,7개월,
3963,40대,여성,8197,7.5,13개월,4개월,
3963,40대,여성,4646,7.3,5개월,12개월,
3964,50대,남성,6901,5.5,19개월,18개월,
3966,40대,여성,5732,6.3,3개월,5개월,
3968,10대,남성,5380,8.9,9개월,6개월,
3968,10대,남성,5182,7.6,10개월,5개월,
3968,10대,남성,7514,6.8,16개월,10개월,
3970,70대,여성,7309,8.5,3개월,5개월,
3971,50대,여성,7325,6.5,13개월,9개월,
3971,50대,여성,5553,7.2,3개월,2개월,
3972,60대,남성,6091,8.2,2개월,16개월,
3972,60대,남성,7371,8.0,8개월,8개월,
3974,50대,여성,7723,6.6,2개월,9개월,
3975,40대,남성,8586,8.4,7개월,9개월,
3975,40대,남성,6816,6.0,2개월,15개월,
3978,60대,남성,9424,6.7,15개월,2개월,
3980,10대,여성,7279,4.2,14개월,9개월,
3982,60대,여성,7659,7.1,3개월,12개월,
3982,60대,여성,7968,7.7,9개월,20개월,
3985,50대,여성,7912,5.8,8개월,11개월,
3986,70대,여성,7864,8.5,7개월,11개월,
3989,40대,남성,7959,6.6,9개월,14개월,
3989,40대,남성,7289,6.5,3개월,13개월,
3989,40대,남성,7225,6.9,10개월,19개월,
3990,10대,남성,5930,7.9,4개월,3개월,
3991,80대 이상,남성,10244,6.4,14개월,2개월,
3991,80대 이상,남성,9451,10.1,8개월,8개월,
3991,80대 이상,남성,8770,6.6,18개월,11개월,
3994,40대,여성,6398,6.3,19개월,10개월,
3994,40대,여성,5517,6.8,1개월,10개월,
3995,60대,남성,7648,6.2,7개월,11개월,
3995,60대,남성,8336,7.5,8개월,11개월,
3995,60대,남성,8459,6.8,12개월,10개월,
3995,60대,남성,11350,6.8,11개월,8개월,
3997,20대,남성,6977,8.3,17개월,24개월,
3998,60대,남성,9608,6.8,1개월,7개월,
3999,80대 이상,여성,9340,7.0,9개월,2개월,
4000,70대,여성,8211,7.3,10개월,2개월,
4001,60대,남성,7330,6.5,1개월,16개월,
4001,60대,남성,9669,7.5,8개월,4개월,
4001,60대,남성,8889,7.4,1개월,11개월,
4002,80대 이상,남성,6347,7.5,19개월,2개월,
4004,20대,여성,6061,6.6,6개월,6개월,
4005,80대 이상,남성,8863,7.9,16개월,12개월,
4006,80대 이상,남성,8406,5.8,5개월,5개월,
4007,60대,남성,8649,5.2,1개월,6개월,
4009,40대,남성,9453,5.7,15개월,2개월,
4009,40대,남성,6696,6.9,8개월,2개월,
4010,70대,남성,9254,6.0,6개월,8개월,
4011,30대,남성,7428,7.0,7개월,17개월,
4011,30대,남성,8123,6.8,8개월,6개월,
4013,60대,남성,7466,7.1,6개월,17개월,
4014,50대,남성,8208,8.1,4개월,20개월,
4014,50대,남성,9361,7.3,4개월,18개월,
4015,60대,남성,10114,7.7,12개월,6개월,
4017,10대,남성,6929,8.6,2개월,10개월,
4018,70대,남성,7865,7.9,4개월,4개월,
4018,70대,남성,7155,6.8,2개월,8개월,
4018,70대,남성,7744,6.5,7개월,19개월,
4019,20대,여성,5689,6.3,1개월,2개월,
4020,60대,남성,9136,8.2,14개월,10개월,
4022,20대,남성,5937,8.3,7개월,27개월,
4023,70대,여성,6648,6.6,9개월,8개월,
4028,40대,여성,6907,9.1,5개월,6개월,
4028,40대,여성,6932,6.7,6개월,18개월,
4032,40대,여성,8164,8.7,4개월,19개월,
4035,70대,남성,8000,8.4,3개월,1개월,
4037,20대,남성,7455,8.1,1개월,9개월,
4038,70대,여성,7148,5.6,1개월,7개월,
4039,40대,여성,5523,6.7,8개월,7개월,
4040,40대,남성,7990,7.9,16개월,4개월,
4041,60대,여성,8468,7.8,13개월,19개월,
4041,60대,여성,5394,7.2,9개월,7개월,
4043,40대,여성,5546,7.7,15개월,5개월,
4045,40대,남성,6653,7.6,3개월,1개월,
4046,70대,여성,8666,5.6,8개월,20개월,
4047,30대,여성,4969,7.1,8개월,6개월,
4048,40대,남성,8050,5.5,12개월,10개월,
4051,60대,여성,7057,7.4,7개월,9개월,
4052,40대,여성,5779,6.7,10개월,18개월,
4052,40대,여성,6226,9.0,2개월,13개월,
4052,40대,여성,5234,6.9,6개월,7개월,
4053,60대,여성,8710,7.3,23개월,22개월,
4053,60대,여성,7548,6.9,3개월,2개월,
4053,60대,여성,9330,7.2,9개월,4개월,
4055,50대,남성,9330,6.0,1개월,5개월,
4058,40대,남성,7453,8.8,17개월,10개월,
4060,80대 이상,남성,8473,8.1,7개월,2개월,
4061,70대,여성,9125,8.0,16개월,5개월,
4061,70대,여성,8294,8.3,5개월,9개월,
4061,70대,여성,8775,6.3,4개월,3개월,
4065,10대,남성,8070,7.1,2개월,13개월,
4069,20대,남성,7711,7.0,15개월,14개월,
4070,70대,여성,7301,6.8,3개월,6개월,
4070,70대,여성,7153,6.9,11개월,3개월,
4072,10대,여성,4234,8.0,7개월,17개월,
4074,50대,여성,6876,7.0,3개월,1개월,
4074,50대,여성,5970,6.9,5개월,1개월,
4075,40대,여성,5641,7.5,4개월,10개월,
4077,40대,여성,8546,6.0,1개월,6개월,
4077,40대,여성,6865,5.8,8개월,16개월,
4077,40대,여성,5682,7.2,2개월,13개월,
4078,70대,여성,8297,6.9,2개월,24개월,
4078,70대,여성,8074,6.9,4개월,4개월,
4078,70대,여성,6910,7.5,7개월,6개월,
4079,40대,여성,7304,7.1,13개월,5개월,
4079,40대,여성,6926,7.0,8개월,1개월,
4080,50대,여성,7123,7.4,3개월,5개월,
4080,50대,여성,6424,5.7,3개월,1개월,
4081,50대,남성,7803,8.3,23개월,2개월,
4084,50대,여성,6795,6.4,3개월,9개월,
4084,50대,여성,8320,8.5,10개월,4개월,
4084,50대,여성,6593,5.6,14개월,5개월,
4085,40대,남성,7553,5.2,3개월,18개월,
4086,50대,여성,4509,6.2,19개월,13개월,
4086,50대,여성,7023,6.4,4개월,3개월,
4086,50대,여성,7204,5.6,8개월,4개월,
4087,30대,여성,5272,8.0,7개월,10개월,
4090,10대,여성,5321,10.1,6개월,17개월,
4090,10대,여성,4992,6.6,12개월,4개월,
4091,40대,남성,7296,6.9,18개월,2개월,
4091,40대,남성,7790,7.9,12개월,2개월,
4091,40대,남성,7544,7.8,4개월,5개월,
4092,50대,여성,6344,6.2,5개월,14개월,
4092,50대,여성,6507,7.8,12개월,6개월,
4093,30대,남성,7139,6.0,3개월,5개월,
4094,40대,남성,8629,5.1,8개월,7개월,
4094,40대,남성,7384,7.6,4개월,6개월,
4094,40대,남성,7069,6.6,6개월,10개월,
4095,40대,여성,5863,8.0,4개월,17개월,
4098,70대,남성,8865,7.8,1개월,6개월,
4098,70대,남성,8545,7.6,6개월,8개월,
4099,30대,남성,7313,6.7,12개월,10개월,
4100,40대,남성,6439,7.3,3개월,16개월,
4101,40대,남성,5949,7.5,7개월,10개월,
4101,40대,남성,7586,6.4,19개월,21개월,
4101,40대,남성,8531,8.1,20개월,4개월,
4102,60대,여성,9633,6.0,9개월,2개월,
4103,60대,여성,8428,6.4,4개월,3개월,
4103,60대,여성,7362,7.8,7개월,1개월,
4104,80대 이상,여성,8245,8.8,5개월,9개월,
4105,80대 이상,남성,8882,7.3,13개월,19개월,
4106,20대,여성,5044,7.5,10개월,12개월,
4107,60대,남성,10477,7.9,4개월,28개월,
4109,70대,남성,6116,7.8,12개월,4개월,
4110,70대,여성,6731,6.7,1개월,1개월,
4112,50대,남성,9044,7.0,17개월,1개월,
4114,70대,여성,6905,5.7,25개월,10개월,
4114,70대,여성,8273,7.7,14개월,7개월,
4117,40대,남성,7108,7.6,15개월,5개월,
4118,50대,남성,7982,6.0,3개월,12개월,
4118,50대,남성,9168,5.8,14개월,13개월,
4119,60대,여성,7673,7.1,13개월,4개월,
4119,60대,여성,7317,8.7,2개월,7개월,
4119,60대,여성,7297,7.0,9개월,15개월,
4119,60대,여성,7610,6.7,16개월,7개월,
4121,30대,여성,5621,7.3,6개월,12개월,
4121,30대,여성,4890,7.4,1개월,6개월,
4123,70대,여성,7017,8.6,6개월,4개월,
4123,70대,여성,7238,6.7,7개월,2개월,
4124,40대,남성,7393,4.2,4개월,12개월,
4125,50대,여성,6972,8.5,20개월,14개월,
4125,50대,여성,7328,6.5,1개월,17개월,
4125,50대,여성,5624,6.5,5개월,4개월,
4128,80대 이상,여성,8795,6.9,17개월,12개월,
4130,30대,남성,6024,7.9,8개월,1개월,
4130,30대,남성,7523,6.6,10개월,7개월,
4131,80대 이상,여성,7637,8.3,20개월,15개월,
4131,80대 이상,여성,6906,8.0,25개월,1개월,
4132,20대,여성,5231,6.9,6개월,4개월,
4132,20대,여성,5169,7.1,19개월,11개월,
4133,30대,남성,10214,6.8,23개월,19개월,
4133,30대,남성,8394,9.0,16개월,4개월,
4133,30대,남성,7558,7.3,14개월,15개월,
4134,20대,여성,5377,5.8,15개월,3개월,
4134,20대,여성,7070,7.4,13개월,1개월,
4134,20대,여성,7045,7.1,4개월,10개월,
4137,40대,남성,8054,6.2,21개월,8개월,
4138,50대,여성,5890,6.2,24개월,9개월,
4138,50대,여성,7021,6.8,24개월,4개월,
4138,50대,여성,7865,8.1,10개월,4개월,
4142,50대,남성,8146,8.6,13개월,5개월,
4142,50대,남성,8064,6.0,6개월,7개월,
4142,50대,남성,5930,7.2,8개월,5개월,
4143,60대,남성,9815,6.3,7개월,6개월,
4143,60대,남성,10117,7.9,3개월,12개월,
4144,50대,남성,6835,6.7,11개월,13개월,
4145,50대,여성,6672,8.1,14개월,5개월,
4147,50대,여성,8987,6.9,3개월,2개월,
4148,60대,남성,7776,8.4,5개월,17개월,
4149,50대,남성,7253,6.9,12개월,8개월,
4149,50대,남성,8507,6.1,3개월,3개월,
4150,20대,여성,5984,7.0,11개월,2개월,
4151,30대,남성,7357,6.6,1개월,11개월,
4154,60대,여성,6679,7.8,10개월,1개월,
4156,10대,남성,6073,7.1,4개월,5개월,
4157,70대,남성,7605,5.9,7개월,16개월,
4158,50대,여성,6299,8.0,2개월,1개월,
4159,70대,여성,7499,7.9,1개월,7개월,
4159,70대,여성,8619,6.1,7개월,7개월,
4159,70대,여성,7735,6.8,7개월,11개월,
4159,70대,여성,8002,7.4,11개월,5개월,
4159,70대,여성,7926,7.2,3개월,1개월,
4160,30대,남성,6612,5.9,4개월,8개월,
4165,30대,여성,5063,7.1,11개월,16개월,
4165,30대,여성,5375,6.9,14개월,9개월,
4166,40대,여성,5050,8.0,16개월,1개월,
4166,40대,여성,6482,8.6,13개월,10개월,
4166,40대,여성,5550,10.2,20개월,21개월,
4168,70대,여성,8024,7.2,22개월,7개월,
4169,50대,남성,8576,7.7,23개월,5개월,
4171,30대,여성,5593,7.7,6개월,7개월,
4172,40대,여성,6990,8.9,14개월,7개월,
4173,20대,여성,5989,8.6,16개월,4개월,
4174,50대,여성,8050,5.7,5개월,18개월,
4174,50대,여성,5876,9.7,1개월,21개월,
4175,10대,남성,6550,7.2,3개월,21개월,
4175,10대,남성,7485,7.5,8개월,10개월,
4175,10대,남성,6705,6.6,4개월,1개월,
4176,50대,여성,8574,8.7,3개월,3개월,
4178,50대,여성,7163,6.9,1개월,6개월,
4180,80대 이상,여성,7373,8.2,13개월,9개월,
4181,10대,남성,6645,7.4,11개월,17개월,
4181,10대,남성,7107,6.0,20개월,26개월,
4181,10대,남성,6665,6.0,4개월,17개월,
4181,10대,남성,7615,5.0,9개월,3개월,
4182,50대,여성,6558,8.0,6개월,13개월,
4184,80대 이상,여성,8756,7.6,1개월,19개월,
4188,50대,남성,7479,6.9,33개월,3개월,
4188,50대,남성,7932,7.7,10개월,7개월,
4189,80대 이상,여성,6815,5.8,8개월,1개월,
4189,80대 이상,여성,9752,8.1,4개월,3개월,
4190,60대,여성,6947,7.7,11개월,11개월,
4190,60대,여성,7159,7.1,15개월,18개월,
4190,60대,여성,8421,7.2,21개월,5개월,
4192,10대,여성,4811,7.4,16개월,1개월,
4193,60대,남성,7169,6.2,12개월,1개월,
4193,60대,남성,8907,6.8,3개월,5개월,
4195,40대,남성,7042,5.9,1개월,7개월,
4196,30대,여성,5015,7.1,17개월,6개월,
4199,70대,여성,6580,9.3,2개월,4개월,
4199,70대,여성,5822,7.5,3개월,3개월,
4200,70대,여성,10165,5.3,18개월,10개월,
4201,40대,남성,6390,7.5,15개월,15개월,
4203,30대,여성,6693,8.7,4개월,1개월,
4203,30대,여성,5318,4.3,8개월,1개월,
4203,30대,여성,3533,8.6,5개월,8개월,
4206,70대,여성,7801,7.1,5개월,7개월,
4208,60대,남성,8126,6.4,4개월,10개월,
4210,80대 이상,여성,5199,5.9,7개월,18개월,
4213,50대,남성,6292,5.1,23개월,2개월,
4213,50대,남성,8333,7.8,3개월,4개월,
4214,20대,여성,4695,8.1,2개월,8개월,
4214,20대,여성,6371,8.6,2개월,8개월,
4214,20대,여성,4892,8.0,7개월,12개월,
4215,70대,여성,5474,6.6,21개월,8개월,
4216,50대,여성,4572,8.5,11개월,19개월,
4218,70대,남성,9539,7.8,29개월,1개월,
4222,20대,남성,7306,7.3,1개월,1개월,
4224,70대,여성,8967,6.3,7개월,16개월,
4225,40대,여성,5455,7.0,5개월,2개월,
4225,40대,여성,5864,8.0,1개월,7개월,
4225,40대,여성,6504,6.8,1개월,8개월,
4226,20대,여성,6530,6.6,13개월,3개월,
4226,20대,여성,5726,7.5,6개월,8개월,
4228,10대,여성,4114,7.4,1개월,1개월,
4229,30대,남성,6735,6.3,11개월,10개월,
4230,60대,남성,8163,8.0,5개월,1개월,
4231,20대,여성,7541,6.6,15개월,1개월,
4232,70대,남성,8761,6.7,11개월,6개월,
4233,50대,남성,8227,7.1,7개월,3개월,
4234,50대,남성,9077,6.5,1개월,4개월,
4234,50대,남성,7182,7.6,2개월,3개월,
4234,50대,남성,7658,8.2,2개월,12개월,
4234,50대,남성,6901,7.3,14개월,5개월,
4236,50대,남성,7402,7.1,8개월,1개월,
4238,40대,남성,7435,6.8,6개월,3개월,
4241,50대,여성,5696,7.7,2개월,6개월,
4242,40대,남성,6299,8.6,5개월,8개월,
4243,20대,여성,6601,7.4,7개월,1개월,
4244,50대,여성,6075,6.7,3개월,10개월,
4244,50대,여성,7380,8.2,1개월,2개월,
4244,50대,여성,5281,7.8,8개월,12개월,
4245,50대,여성,6927,7.7,13개월,5개월,
4246,70대,여성,7575,6.9,3개월,10개월,
4248,50대,여성,4600,6.6,1개월,5개월,
4250,80대 이상,여성,7267,6.2,2개월,5개월,
4250,80대 이상,여성,7937,7.4,4개월,12개월,
4250,80대 이상,여성,7179,5.9,7개월,4개월,
4252,30대,여성,5632,8.2,17개월,9개월,
4253,60대,여성,8672,6.4,7개월,8개월,
4255,40대,남성,7481,8.0,3개월,6개월,
4255,40대,남성,7782,6.5,6개월,10개월,
4256,10대,남성,7403,8.0,4개월,9개월,
4256,10대,남성,7638,6.7,4개월,6개월,
4257,70대,남성,8994,7.2,14개월,10개월,
4258,30대,남성,8141,6.4,10개월,5개월,
4261,40대,남성,7540,5.6,13개월,9개월,
4261,40대,남성,8833,7.1,3개월,3개월,
4262,30대,남성,6790,7.1,5개월,7개월,
4263,50대,여성,6653,5.3,1개월,2개월,
4263,50대,여성,7654,7.8,4개월,28개월,
4264,40대,여성,4081,5.6,13개월,13개월,
4264,40대,여성,5656,7.5,11개월,3개월,
4264,40대,여성,7517,7.0,12개월,10개월,
4264,40대,여성,6563,6.0,12개월,3개월,
4265,50대,남성,8486,9.0,2개월,7개월,
4265,50대,남성,7679,6.7,1개월,11개월,
4267,50대,남성,7721,7.1,9개월,3개월,
4267,50대,남성,6612,6.6,11개월,1개월,
4269,10대,남성,7293,5.2,2개월,7개월,
4270,40대,남성,6922,6.6,3개월,2개월,
4271,80대 이상,남성,8152,7.0,4개월,4개월,
4272,70대,여성,8918,7.0,6개월,27개월,
4272,70대,여성,8060,6.1,4개월,2개월,
4274,70대,남성,8618,7.2,11개월,16개월,
4274,70대,남성,10694,7.1,3개월,18개월,
4276,60대,여성,8364,7.5,4개월,8개월,
4276,60대,여성,6471,7.7,8개월,6개월,
4277,60대,여성,7574,7.2,11개월,17개월,
4277,60대,여성,9041,9.1,9개월,1개월,
