ID,환경-연령대,환경-성별,환경-날짜,환경-위치,환경-초미세먼지(PM2.5),환경-미세먼지(PM10),환경-오존(O₃),환경-이산화질소(NO₂),환경-일산화탄소(CO),환경-아황산가스(SO₂),환경-온도,환경-습도
3941,20대,여성,2022-11-06,인천시 서구,23.4㎍/㎥,39㎍/㎥,0.0185ppm,0.0364ppm,0.34ppm,0.0029ppm,12°C,63%
3942,40대,여성,2019-12-01,서울시 용산구,26.7㎍/㎥,41.1㎍/㎥,0.0124ppm,0.0489ppm,0.54ppm,0.0022ppm,1.2°C,60%
3942,40대,여성,2020-10-09,대구시 달성군,16.2㎍/㎥,33.1㎍/㎥,0.0199ppm,0.0407ppm,0.61ppm,0.0027ppm,13.6°C,61%
3942,40대,여성,2022-07-13,서울시 마포구,16.7㎍/㎥,26.6㎍/㎥,0.0338ppm,0.0188ppm,0.5ppm,0.0021ppm,27.2°C,79%
3942,40대,여성,2022-10-01,대구시 동구,13.1㎍/㎥,25.1㎍/㎥,0.0244ppm,0.0224ppm,0.36ppm,0.0039ppm,14.6°C,66%
3943,50대,남성,2019-09-07,부산시 남구,12.6㎍/㎥,20.4㎍/㎥,0.0217ppm,0.0127ppm,0.52ppm,0.0045ppm,19.9°C,57%
3943,50대,남성,2021-04-04,인천시 미추홀구,20.3㎍/㎥,41.7㎍/㎥,0.0367ppm,0.0202ppm,0.47ppm,0.0049ppm,12.1°C,53%
3944,50대,남성,2022-10-29,부산시 동래구,13.9㎍/㎥,24.1㎍/㎥,0.0216ppm,0.0097ppm,0.64ppm,0.0017ppm,15°C,72%
3945,70대,여성,2019-08-21,대구시 서구,16.7㎍/㎥,24.7㎍/㎥,0.0275ppm,0.0187ppm,0.59ppm,0.0035ppm,27.3°C,67%
3946,50대,남성,2019-11-18,광주시 동구,19.6㎍/㎥,39.9㎍/㎥,0.0108ppm,0.03ppm,0.61ppm,0.0039ppm,8.3°C,56%
3946,50대,남성,2022-01-06,대구시 중구,29.6㎍/㎥,43.5㎍/㎥,0.0171ppm,0.0332ppm,0.46ppm,0.0033ppm,-1.6°C,56%
3949,20대,남성,2022-12-14,대구시 서구,19.8㎍/㎥,35.9㎍/㎥,0.0112ppm,0.0395ppm,0.62ppm,0.0035ppm,-4°C,60%
3950,60대,남성,2022-03-10,부산시 연제구,19.8㎍/㎥,42.7㎍/㎥,0.0301ppm,0.01ppm,0.31ppm,0.0035ppm,6.6°C,58%
3953,80대 이상,여성,2022-09-30,서울시 노원구,11.1㎍/㎥,23.2㎍/㎥,0.029ppm,0.0088ppm,0.36ppm,0.0013ppm,22.9°C,67%
3957,30대,여성,2021-06-26,대구시 서구,19.4㎍/㎥,32.5㎍/㎥,0.0384ppm,0.0132ppm,0.28ppm,0.0032ppm,21.2°C,70%
3958,20대,여성,2021-04-05,서울시 양천구,18.3㎍/㎥,40.9㎍/㎥,0.0359ppm,0.0109ppm,0.29ppm,0.0039ppm,13.4°C,55%
3958,20대,여성,2022-02-20,대구시 중구,27㎍/㎥,43.1㎍/㎥,0.0228ppm,0.0071ppm,0.67ppm,0.0037ppm,-0.5°C,53%
3964,50대,남성,2019-04-02,부산시 해운대구,21.3㎍/㎥,41.1㎍/㎥,0.0305ppm,0.04ppm,0.37ppm,0.005ppm,13°C,55%
3964,50대,남성,2023-02-08,광주시 동구,25.2㎍/㎥,40.1㎍/㎥,0.0294ppm,0.0377ppm,0.69ppm,0.0023ppm,4.4°C,57%
3969,70대,여성,2019-04-10,광주시 동구,22㎍/㎥,38.9㎍/㎥,0.032ppm,0.0276ppm,0.55ppm,0.0045ppm,12.2°C,53%
3973,50대,남성,2019-01-28,서울시 초구,38.5㎍/㎥,65.9㎍/㎥,0.0119ppm,0.0308ppm,0.69ppm,0.0056ppm,1.6°C,43%
3974,50대,여성,2020-04-26,울산시 북구,19.9㎍/㎥,43㎍/㎥,0.0356ppm,0.0132ppm,0.44ppm,0.0017ppm,10.1°C,47%
3975,40대,남성,2020-08-22,서울시 강동구,15.4㎍/㎥,22.3㎍/㎥,0.0136ppm,0.022ppm,0.48ppm,0.0023ppm,26.8°C,89%
3976,40대,여성,2022-07-24,서울시 양천구,16.7㎍/㎥,24.6㎍/㎥,0.0313ppm,0.0176ppm,0.31ppm,0.0025ppm,26.7°C,72%
3978,60대,남성,2019-01-21,대구시 수성구,38.2㎍/㎥,67.1㎍/㎥,0.0101ppm,0.0533ppm,0.65ppm,0.0075ppm,-0.8°C,43%
3978,60대,남성,2020-12-19,인천시 옹진군,26.4㎍/㎥,41.4㎍/㎥,0.0125ppm,0.0542ppm,0.63ppm,0.0036ppm,-0.6°C,57%
3979,50대,남성,2019-09-22,인천시 부평구,10.7㎍/㎥,20.9㎍/㎥,0.0232ppm,0.0289ppm,0.47ppm,0.0046ppm,24.1°C,65%
3979,50대,남성,2020-05-13,서울시 동작구,18.3㎍/㎥,36㎍/㎥,0.0315ppm,0.0219ppm,0.44ppm,0.0039ppm,19.9°C,69%
3979,50대,남성,2021-08-27,서울시 강동구,12.3㎍/㎥,20.9㎍/㎥,0.0301ppm,0.0038ppm,0.41ppm,0.0013ppm,24°C,79%
3979,50대,남성,2022-07-20,대구시 북구,16㎍/㎥,23.8㎍/㎥,0.041ppm,0.0109ppm,0.3ppm,0.0028ppm,27.1°C,80%
3982,60대,여성,2020-02-11,서울시 초구,29.3㎍/㎥,39.7㎍/㎥,0.02ppm,0.0247ppm,0.6ppm,0.0041ppm,2.2°C,54%
3984,50대,남성,2021-12-29,대구시 군위군,20.3㎍/㎥,39.4㎍/㎥,0.0163ppm,0.0389ppm,0.62ppm,0.0035ppm,1.3°C,61%
3985,50대,여성,2020-08-16,울산시 남구,14.2㎍/㎥,23.9㎍/㎥,0.0166ppm,0.0121ppm,0.17ppm,0.0029ppm,27.2°C,89%
3987,70대,여성,2019-09-14,서울시 영등포구,11.4㎍/㎥,22㎍/㎥,0.022ppm,0.0357ppm,0.56ppm,0.005ppm,22°C,63%
3987,70대,여성,2022-07-24,서울시 도봉구,16.1㎍/㎥,25.7㎍/㎥,0.0374ppm,0.0243ppm,0.51ppm,0.0023ppm,26°C,82%
3988,50대,남성,2019-05-22,부산시 강서구,27.8㎍/㎥,53.6㎍/㎥,0.0412ppm,0.0242ppm,0.55ppm,0.0039ppm,19°C,42%
3988,50대,남성,2022-06-13,대구시 중구,13.4㎍/㎥,21.7㎍/㎥,0.0353ppm,0.0201ppm,0.34ppm,0.0034ppm,23°C,72%
3988,50대,남성,2022-06-13,대구시 서구,12㎍/㎥,21.9㎍/㎥,0.0415ppm,0.028ppm,0.12ppm,0.0028ppm,22.5°C,74%
3989,40대,남성,2019-07-18,광주시 광산구,19.1㎍/㎥,26.4㎍/㎥,0.0302ppm,0.0078ppm,0.53ppm,0.0034ppm,25.4°C,68%
3989,40대,남성,2021-02-15,부산시 기장군,28.9㎍/㎥,47.4㎍/㎥,0.0203ppm,0.048ppm,0.77ppm,0.0043ppm,0.2°C,57%
3990,10대,남성,2021-05-02,서울시 도봉구,19.3㎍/㎥,61.4㎍/㎥,0.0381ppm,0.021ppm,0.28ppm,0.0021ppm,17.9°C,60%
3992,20대,남성,2020-08-18,서울시 성동구,15.7㎍/㎥,23.9㎍/㎥,0.0179ppm,0.0315ppm,0.1ppm,0.0019ppm,28.7°C,84%
3993,80대 이상,남성,2023-02-11,서울시 노원구,24.5㎍/㎥,40.6㎍/㎥,0.03ppm,0.0239ppm,0.45ppm,0.004ppm,2.9°C,57%
3998,60대,남성,2019-01-03,부산시 해운대구,38.4㎍/㎥,67.2㎍/㎥,0.0095ppm,0.0185ppm,0.67ppm,0.0065ppm,-2°C,53%
3998,60대,남성,2021-03-06,인천시 부평구,33.5㎍/㎥,65.4㎍/㎥,0.0272ppm,0.0209ppm,0.55ppm,0.0053ppm,8.9°C,64%
4000,70대,여성,2021-06-10,서울시 중랑구,18.8㎍/㎥,32.5㎍/㎥,0.0374ppm,0.021ppm,0.45ppm,0.0017ppm,22.9°C,77%
4001,60대,남성,2022-10-02,인천시 동구,16.5㎍/㎥,25.5㎍/㎥,0.0267ppm,0.0193ppm,0.49ppm,0.0013ppm,13.8°C,70%
4002,80대 이상,남성,2020-04-09,대구시 중구,22.4㎍/㎥,42.3㎍/㎥,0.0367ppm,0.0149ppm,0.47ppm,0.0044ppm,10.2°C,56%
4002,80대 이상,남성,2022-08-28,광주시 서구,11.4㎍/㎥,19.6㎍/㎥,0.0279ppm,0.0059ppm,0.42ppm,0.0018ppm,25.3°C,79%
4003,20대,남성,2022-03-29,서울시 강서구,22㎍/㎥,42.5㎍/㎥,0.0241ppm,0.0128ppm,0.56ppm,0.0021ppm,8.4°C,67%
4005,80대 이상,남성,2021-04-23,광주시 남구,19.2㎍/㎥,42.6㎍/㎥,0.0383ppm,0.0329ppm,0.38ppm,0.0047ppm,14.9°C,56%
4007,60대,남성,2020-08-31,울산시 남구,13.9㎍/㎥,23.7㎍/㎥,0.0184ppm,0.0197ppm,0.46ppm,0.0026ppm,26.5°C,80%
4008,30대,여성,2022-09-22,서울시 송파구,10.8㎍/㎥,22.4㎍/㎥,0.0304ppm,0.0035ppm,0.47ppm,0.0022ppm,20.6°C,69%
4010,70대,남성,2021-02-20,서울시 강서구,30.2㎍/㎥,47.6㎍/㎥,0.0235ppm,0.0276ppm,0.36ppm,0.0044ppm,2°C,58%
4011,30대,남성,2019-03-17,울산시 중구,47.2㎍/㎥,68.5㎍/㎥,0.0319ppm,0.038ppm,0.72ppm,0.0063ppm,6.5°C,51%
4012,10대,여성,2019-07-25,대구시 달서구,18.7㎍/㎥,26.1㎍/㎥,0.0289ppm,0.0166ppm,0.42ppm,0.004ppm,26.5°C,68%
4013,60대,남성,2020-11-07,대구시 유성구,25㎍/㎥,41.2㎍/㎥,0.0162ppm,0.0257ppm,0.41ppm,0.005ppm,8°C,59%
4016,40대,여성,2021-07-14,서울시 양천구,13.8㎍/㎥,24.1㎍/㎥,0.0396ppm,0.0234ppm,0.46ppm,0.0036ppm,28.1°C,70%
4019,20대,여성,2019-09-06,울산시 동구,13.4㎍/㎥,21.5㎍/㎥,0.0254ppm,0.0238ppm,0.39ppm,0.0041ppm,23°C,66%
4019,20대,여성,2022-08-28,서울시 영등포구,11.8㎍/㎥,20.7㎍/㎥,0.0335ppm,0.0246ppm,0.41ppm,0.0036ppm,25.8°C,79%
4020,60대,남성,2019-11-21,서울시 양천구,20.8㎍/㎥,40.3㎍/㎥,0.0104ppm,0.0232ppm,0.65ppm,0.0053ppm,10°C,54%
4021,80대 이상,남성,2019-08-22,서울시 강서구,16.6㎍/㎥,25.4㎍/㎥,0.0286ppm,0.0166ppm,0.41ppm,0.005ppm,27.3°C,61%
4021,80대 이상,남성,2021-03-12,세종특별자치시,33.1㎍/㎥,67.2㎍/㎥,0.0204ppm,0.0171ppm,0.59ppm,0.0028ppm,9°C,59%
4021,80대 이상,남성,2022-04-09,부산시 북구,22.1㎍/㎥,43.3㎍/㎥,0.046ppm,0.0073ppm,0.45ppm,0.005ppm,14.2°C,58%
4023,70대,여성,2021-01-23,인천시 옹진군,21.9㎍/㎥,38㎍/㎥,0.0128ppm,0.033ppm,0.43ppm,0.004ppm,-2.7°C,57%
4024,40대,남성,2022-11-23,인천시 중구,22.7㎍/㎥,38.9㎍/㎥,0.0178ppm,0.0136ppm,0.54ppm,0.0031ppm,10.4°C,63%
4027,50대,여성,2022-10-08,부산시 서구,14.4㎍/㎥,24.8㎍/㎥,0.0215ppm,0.0248ppm,0.47ppm,0.0038ppm,14.6°C,66%
4028,40대,여성,2019-04-07,부산시 연제구,20.1㎍/㎥,41.6㎍/㎥,0.0295ppm,0.0383ppm,0.48ppm,0.0031ppm,11.1°C,48%
4028,40대,여성,2019-07-09,서울시 노원구,18.8㎍/㎥,26.6㎍/㎥,0.0267ppm,0.014ppm,0.22ppm,0.0042ppm,25.8°C,69%
4029,40대,남성,2022-03-06,대구시 대덕구,21.6㎍/㎥,43㎍/㎥,0.0292ppm,0.0132ppm,0.62ppm,0.0035ppm,7°C,60%
4030,40대,여성,2022-08-15,부산시 남구,11.8㎍/㎥,19.7㎍/㎥,0.0341ppm,0.0007ppm,0.46ppm,0.0022ppm,27.1°C,82%
4031,50대,여성,2020-03-24,서울시 용산구,23.4㎍/㎥,43.7㎍/㎥,0.0306ppm,0.0121ppm,0.39ppm,0.0027ppm,8°C,45%
4035,70대,남성,2023-03-12,대구시 중구,20.4㎍/㎥,42㎍/㎥,0.0283ppm,0.0389ppm,0.45ppm,0.0031ppm,10°C,50%
4036,70대,남성,2019-02-27,광주시 남구,36.5㎍/㎥,57.4㎍/㎥,0.0223ppm,0.0321ppm,0.63ppm,0.0058ppm,1.2°C,43%
4036,70대,남성,2021-03-04,인천시 옹진군,33.8㎍/㎥,67.4㎍/㎥,0.0281ppm,0.031ppm,0.37ppm,0.0034ppm,8°C,66%
4037,20대,남성,2022-04-08,대구시 달성군,22.2㎍/㎥,45㎍/㎥,0.0387ppm,0.0303ppm,0.5ppm,0.0041ppm,15.5°C,55%
4042,40대,여성,2019-10-16,대구시 유성구,13.7㎍/㎥,32.8㎍/㎥,0.0209ppm,0.0291ppm,0.45ppm,0.0019ppm,17.7°C,66%
4042,40대,여성,2021-08-11,서울시 금천구,12.4㎍/㎥,20.6㎍/㎥,0.0314ppm,0.008ppm,0.42ppm,0.0024ppm,27°C,74%
4045,40대,남성,2020-07-11,부산시 북구,13.6㎍/㎥,20.6㎍/㎥,0.0288ppm,0.0176ppm,0.4ppm,0.0025ppm,23.3°C,76%
4047,30대,여성,2019-01-26,서울시 서대문구,39.2㎍/㎥,64.7㎍/㎥,0.014ppm,0.0281ppm,0.83ppm,0.0068ppm,-1.6°C,40%
4047,30대,여성,2019-07-28,울산시 중구,18.6㎍/㎥,26.3㎍/㎥,0.0309ppm,0.0057ppm,0.36ppm,0.0037ppm,27°C,72%
4047,30대,여성,2022-07-14,부산시 강서구,14.1㎍/㎥,25.3㎍/㎥,0.033ppm,0.0197ppm,0.23ppm,0.0026ppm,25.7°C,79%
4049,70대,여성,2019-05-29,대구시 중구,29.8㎍/㎥,52.5㎍/㎥,0.0397ppm,0.0146ppm,0.46ppm,0.0047ppm,18.5°C,55%
4054,80대 이상,남성,2019-10-23,서울시 성동구,14.9㎍/㎥,33.7㎍/㎥,0.0242ppm,0.0333ppm,0.64ppm,0.0015ppm,17°C,59%
4056,40대,여성,2020-04-10,대구시 동구,21.9㎍/㎥,44.1㎍/㎥,0.0332ppm,0.0369ppm,0.38ppm,0.0014ppm,9.4°C,48%
4056,40대,여성,2021-02-22,부산시 북구,30.4㎍/㎥,47.1㎍/㎥,0.0205ppm,0.0183ppm,0.52ppm,0.0023ppm,3°C,55%
4057,30대,남성,2023-01-18,서울시 관악구,29.1㎍/㎥,45.6㎍/㎥,0.0168ppm,0.0299ppm,0.59ppm,0.0062ppm,-0.1°C,62%
4059,60대,남성,2020-11-21,인천시 옹진군,23.1㎍/㎥,41.9㎍/㎥,0.0131ppm,0.0285ppm,0.49ppm,0.0021ppm,7.4°C,64%
4060,80대 이상,남성,2020-12-09,부산시 동구,25.2㎍/㎥,41.3㎍/㎥,0.0209ppm,0.0285ppm,0.39ppm,0.0023ppm,-0.7°C,59%
4064,30대,여성,2019-01-03,세종특별자치시,37.4㎍/㎥,67.6㎍/㎥,0.0123ppm,0.0384ppm,0.72ppm,0.0052ppm,-2.2°C,46%
4064,30대,여성,2021-01-05,인천시 연수구,21.1㎍/㎥,38.5㎍/㎥,0.0124ppm,0.026ppm,0.58ppm,0.0022ppm,-3.8°C,59%
4065,10대,남성,2020-01-07,서울시 양천구,28.5㎍/㎥,43.1㎍/㎥,0.0127ppm,0.04ppm,0.84ppm,0.0024ppm,-0.1°C,57%
4065,10대,남성,2020-04-25,대구시 서구,20.9㎍/㎥,44.3㎍/㎥,0.0298ppm,0.0094ppm,0.48ppm,0.0027ppm,13.1°C,49%
4066,80대 이상,여성,2021-02-21,인천시 계양구,28.5㎍/㎥,48.6㎍/㎥,0.0223ppm,0.0269ppm,0.58ppm,0.0027ppm,1.3°C,53%
4067,80대 이상,남성,2020-10-14,서울시 송파구,16.5㎍/㎥,33.7㎍/㎥,0.0197ppm,0.0268ppm,0.52ppm,0.0052ppm,14°C,63%
4067,80대 이상,남성,2022-05-17,대구시 남구,15.7㎍/㎥,34.8㎍/㎥,0.0505ppm,0.0134ppm,0.54ppm,0.0028ppm,19.7°C,52%
4067,80대 이상,남성,2022-07-05,부산시 동래구,14.1㎍/㎥,24.1㎍/㎥,0.0331ppm,0.0052ppm,0.38ppm,0.0034ppm,28.6°C,76%
4067,80대 이상,남성,2022-07-24,부산시 서구,18.1㎍/㎥,27.9㎍/㎥,0.0396ppm,0.0032ppm,0.42ppm,0.0027ppm,27.7°C,78%
4068,50대,여성,2019-08-29,인천시 서구,15.2㎍/㎥,25.9㎍/㎥,0.0332ppm,0.0007ppm,0.35ppm,0.0033ppm,28.1°C,66%
4071,60대,남성,2019-11-19,서울시 강북구,20.2㎍/㎥,41.1㎍/㎥,0.0134ppm,0.0528ppm,0.66ppm,0.0045ppm,7.5°C,54%
4071,60대,남성,2022-11-12,부산시 동래구,22.8㎍/㎥,40㎍/㎥,0.0183ppm,0.0301ppm,0.54ppm,0.0022ppm,9.5°C,67%
4072,10대,여성,2020-05-01,부산시 북구,18.4㎍/㎥,35.9㎍/㎥,0.0377ppm,0.0248ppm,0.39ppm,0.003ppm,17.7°C,62%
4073,10대,남성,2020-05-06,대구시 동구,20.2㎍/㎥,36.3㎍/㎥,0.0365ppm,0.0057ppm,0.35ppm,0.0035ppm,19°C,67%
4073,10대,남성,2020-05-09,인천시 서구,18.8㎍/㎥,36㎍/㎥,0.0378ppm,0.0164ppm,0.52ppm,0.0034ppm,18.7°C,70%
4074,50대,여성,2020-10-03,서울시 중구,19.1㎍/㎥,33.8㎍/㎥,0.0261ppm,0.0232ppm,0.44ppm,0.0024ppm,13.3°C,60%
4074,50대,여성,2021-04-01,인천시 남동구,18.7㎍/㎥,43.1㎍/㎥,0.0366ppm,0.015ppm,0.42ppm,0.002ppm,14.1°C,53%
4076,50대,남성,2021-11-12,서울시 광진구,27㎍/㎥,45㎍/㎥,0.0177ppm,0.0172ppm,0.59ppm,0.006ppm,9.9°C,63%
4076,50대,남성,2022-04-18,부산시 서구,22㎍/㎥,46.1㎍/㎥,0.0406ppm,0.0283ppm,0.31ppm,0.0044ppm,14.9°C,51%
4077,40대,여성,2019-09-01,대구시 군위군,11.7㎍/㎥,20.9㎍/㎥,0.0262ppm,0.0513ppm,0.47ppm,0.0031ppm,22.1°C,65%
4077,40대,여성,2020-11-28,대구시 달서구,24.8㎍/㎥,43.1㎍/㎥,0.0167ppm,0.0238ppm,0.47ppm,0.0037ppm,7.1°C,65%
4079,40대,여성,2021-01-12,인천시 계양구,19.2㎍/㎥,37.3㎍/㎥,0.0125ppm,0.0237ppm,0.8ppm,0.0044ppm,-2.3°C,59%
4079,40대,여성,2022-07-28,서울시 마포구,16.1㎍/㎥,25.3㎍/㎥,0.0392ppm,0.0193ppm,0.31ppm,0.002ppm,25.3°C,73%
4082,30대,남성,2019-09-02,부산시 서구,11㎍/㎥,22.9㎍/㎥,0.0273ppm,0.0235ppm,0.3ppm,0.0043ppm,23.6°C,63%
4082,30대,남성,2020-07-16,부산시 연제구,13.9㎍/㎥,21.4㎍/㎥,0.0358ppm,0.0062ppm,0.29ppm,0.0033ppm,24.9°C,79%
4082,30대,남성,2022-11-06,서울시 중구,23.9㎍/㎥,40.2㎍/㎥,0.0212ppm,0.0439ppm,0.5ppm,0.0017ppm,9.9°C,67%
4082,30대,남성,2022-12-03,광주시 북구,18.9㎍/㎥,35.8㎍/㎥,0.0135ppm,0.0344ppm,0.48ppm,0.0018ppm,-4°C,62%
4083,70대,여성,2020-12-31,대구시 군위군,27.6㎍/㎥,42.2㎍/㎥,0.0154ppm,0.028ppm,0.59ppm,0.0046ppm,-1.4°C,57%
4084,50대,여성,2021-06-19,서울시 영등포구,20㎍/㎥,33㎍/㎥,0.0382ppm,0.0234ppm,0.43ppm,0.0048ppm,21.8°C,70%
4086,50대,여성,2019-07-11,울산시 동구,21.4㎍/㎥,25.7㎍/㎥,0.0347ppm,0.0102ppm,0.15ppm,0.0066ppm,25.1°C,70%
4088,20대,남성,2020-08-25,부산시 동래구,14.9㎍/㎥,23.2㎍/㎥,0.0209ppm,0.0176ppm,0.19ppm,0.0024ppm,26.9°C,82%
4088,20대,남성,2021-07-01,인천시 동구,14.7㎍/㎥,23.3㎍/㎥,0.0417ppm,0.0078ppm,0.51ppm,0.0024ppm,27.9°C,68%
4088,20대,남성,2021-07-29,부산시 남구,15.4㎍/㎥,24.9㎍/㎥,0.0349ppm,0.0049ppm,0.39ppm,0.0035ppm,27.1°C,70%
4088,20대,남성,2022-08-19,서울시 관악구,11.8㎍/㎥,21.2㎍/㎥,0.0301ppm,0.0234ppm,0.21ppm,0.0018ppm,24.7°C,78%
4090,10대,여성,2022-09-14,서울시 송파구,10.3㎍/㎥,23.2㎍/㎥,0.026ppm,0.0156ppm,0.43ppm,0.0022ppm,20°C,64%
4092,50대,여성,2022-09-29,대구시 대덕구,13.2㎍/㎥,22㎍/㎥,0.0329ppm,0.0061ppm,0.45ppm,0.0041ppm,22.2°C,70%
4093,30대,남성,2022-09-07,서울시 동작구,13㎍/㎥,20.9㎍/㎥,0.0333ppm,0.009ppm,0.47ppm,0.0032ppm,23.3°C,75%
4094,40대,남성,2020-09-19,서울시 초구,11.7㎍/㎥,18.7㎍/㎥,0.0291ppm,0.03ppm,0.4ppm,0.0032ppm,20.9°C,74%
4097,80대 이상,여성,2023-02-08,대구시 대덕구,26.9㎍/㎥,38.6㎍/㎥,0.0222ppm,0.0399ppm,0.44ppm,0.0039ppm,1.7°C,59%
4100,40대,남성,2021-04-23,대구시 동구,19㎍/㎥,40㎍/㎥,0.0359ppm,0.0433ppm,0.51ppm,0.0039ppm,14.1°C,51%
4100,40대,남성,2022-01-23,인천시 계양구,30.8㎍/㎥,43.8㎍/㎥,0.0225ppm,0.0238ppm,0.68ppm,0.0043ppm,-2°C,58%
4101,40대,남성,2023-02-05,서울시 영등포구,25.2㎍/㎥,38.2㎍/㎥,0.0278ppm,0.0442ppm,0.49ppm,0.0033ppm,2.3°C,61%
4102,60대,여성,2022-08-18,광주시 서구,10.8㎍/㎥,20㎍/㎥,0.0309ppm,0.0142ppm,0.39ppm,0.0022ppm,25.3°C,81%
4103,60대,여성,2022-01-27,서울시 광진구,30㎍/㎥,44.9㎍/㎥,0.017ppm,0.055ppm,0.62ppm,0.0032ppm,-0.6°C,59%
4103,60대,여성,2022-07-24,부산시 사상구,14.7㎍/㎥,24.7㎍/㎥,0.0401ppm,0.02ppm,0.27ppm,0.0022ppm,28.5°C,77%
4105,80대 이상,남성,2020-11-16,인천시 중구,23.7㎍/㎥,43㎍/㎥,0.0105ppm,0.0291ppm,0.63ppm,0.0023ppm,8.8°C,66%
4106,20대,여성,2019-03-04,서울시 양천구,45.7㎍/㎥,68.8㎍/㎥,0.0276ppm,0.0295ppm,0.74ppm,0.0049ppm,6.5°C,54%
4106,20대,여성,2020-08-04,인천시 강화군,14.2㎍/㎥,21.7㎍/㎥,0.0205ppm,0.01ppm,0.46ppm,0.0036ppm,26.7°C,88%
4106,20대,여성,2022-04-30,부산시 사상구,21.2㎍/㎥,43.9㎍/㎥,0.0422ppm,0.0246ppm,0.19ppm,0.0015ppm,13.8°C,56%
4107,60대,남성,2020-02-16,세종특별자치시,28㎍/㎥,39.6㎍/㎥,0.012ppm,0.0137ppm,0.65ppm,0.0021ppm,2°C,60%
4109,70대,남성,2020-11-11,광주시 서구,24.9㎍/㎥,42.9㎍/㎥,0.0112ppm,0.0267ppm,0.46ppm,0.0002ppm,8.6°C,65%
4109,70대,남성,2023-02-17,대구시 중구,26㎍/㎥,39.6㎍/㎥,0.0295ppm,0.0181ppm,0.33ppm,0.0046ppm,-0.3°C,59%
4111,60대,남성,2021-01-12,인천시 남동구,22.2㎍/㎥,38.3㎍/㎥,0.013ppm,0.0425ppm,0.74ppm,0.0043ppm,-2.9°C,60%
4112,50대,남성,2021-12-18,울산시 북구,23.4㎍/㎥,39.7㎍/㎥,0.0104ppm,0.0135ppm,0.61ppm,0.005ppm,2.9°C,62%
4113,70대,남성,2018-12-19,부산시 해운대구,27.9㎍/㎥,50.1㎍/㎥,0.0103ppm,0.0484ppm,0.76ppm,0.0033ppm,8.5°C,55%
4113,70대,남성,2020-01-30,울산시 동구,28.7㎍/㎥,44.3㎍/㎥,0.0158ppm,0.0174ppm,0.69ppm,0.0035ppm,2.1°C,56%
4113,70대,남성,2021-07-19,서울시 성북구,14㎍/㎥,23.1㎍/㎥,0.0314ppm,0.0002ppm,0.37ppm,0.0031ppm,28.7°C,71%
4116,60대,여성,2021-02-25,서울시 구로구,30.3㎍/㎥,49.1㎍/㎥,0.025ppm,0.0312ppm,0.67ppm,0.0036ppm,3°C,54%
4117,40대,남성,2019-03-09,인천시 강화군,43.8㎍/㎥,70.6㎍/㎥,0.0317ppm,0.0399ppm,0.54ppm,0.0039ppm,8.3°C,49%
4117,40대,남성,2021-09-14,울산시 중구,7.3㎍/㎥,15㎍/㎥,0.0302ppm,0.0323ppm,0.38ppm,0.002ppm,22.5°C,75%
4117,40대,남성,2022-08-05,부산시 수영구,11.5㎍/㎥,20.4㎍/㎥,0.0305ppm,0.0042ppm,0.45ppm,0.0024ppm,24.6°C,78%
4119,60대,여성,2020-01-25,대구시 북구,29.8㎍/㎥,43.7㎍/㎥,0.0165ppm,0.0353ppm,0.63ppm,0.003ppm,1.9°C,54%
4119,60대,여성,2022-03-27,서울시 동대문구,19.1㎍/㎥,40.6㎍/㎥,0.0337ppm,0.0108ppm,0.41ppm,0.0041ppm,7.9°C,63%
4123,70대,여성,2021-01-11,서울시 강남구,19.6㎍/㎥,37.2㎍/㎥,0.0178ppm,0.0366ppm,0.46ppm,0.0036ppm,-0.9°C,61%
4123,70대,여성,2021-10-21,광주시 광산구,11.7㎍/㎥,27.2㎍/㎥,0.0234ppm,0.0178ppm,0.45ppm,0.0037ppm,15.7°C,69%
4123,70대,여성,2022-10-23,대구시 중구,14.2㎍/㎥,24.8㎍/㎥,0.0218ppm,0.0268ppm,0.19ppm,0.0021ppm,17°C,69%
4125,50대,여성,2019-12-13,서울시 관악구,28.8㎍/㎥,40.1㎍/㎥,0.0186ppm,0.0235ppm,0.52ppm,0.0043ppm,0.2°C,60%
4125,50대,여성,2021-04-12,광주시 광산구,20㎍/㎥,42.9㎍/㎥,0.0362ppm,0.0294ppm,0.46ppm,0.0029ppm,15°C,57%
4125,50대,여성,2021-09-04,서울시 구로구,6㎍/㎥,16.9㎍/㎥,0.0338ppm,0.0142ppm,0.32ppm,0.0022ppm,24.4°C,65%
4126,10대,남성,2019-03-08,광주시 서구,41.8㎍/㎥,69.2㎍/㎥,0.0334ppm,0.0388ppm,0.71ppm,0.0063ppm,6.5°C,50%
4128,80대 이상,여성,2020-03-28,서울시 종로구,26㎍/㎥,46.2㎍/㎥,0.024ppm,0.0459ppm,0.48ppm,0.0032ppm,8.8°C,50%
4128,80대 이상,여성,2022-12-17,대구시 서구,18㎍/㎥,37㎍/㎥,0.0127ppm,0.023ppm,0.5ppm,0.0025ppm,-2.6°C,53%
4129,80대 이상,남성,2022-12-01,부산시 북구,19.4㎍/㎥,35.7㎍/㎥,0.0217ppm,0.0429ppm,0.65ppm,0.004ppm,-4.1°C,66%
4130,30대,남성,2019-12-01,서울시 구로구,26.6㎍/㎥,42.7㎍/㎥,0.0141ppm,0.0387ppm,0.63ppm,0.003ppm,-1.1°C,61%
